Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
2455,COLEGIO INMACULADA CONCEPCION,MARCO ANTONIO VÁSQUEZ MORALES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CARAMPANGUE 1035,Del Libertador Bernardo Ohiggins,San Fernando,2714232,
2456,ESCUELA OLEGARIO LAZO BAEZA,MARCELA ANTONIETA GONZÁLEZ RUZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,TRES MONTES 821,Del Libertador Bernardo Ohiggins,San Fernando,722842751,
2457,ESCUELA BASICA ISABEL LA CATOLICA,MANUEL ANTONIO GUÍÑEZ CISTERNAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CHACABUCO ESQ.MANUEL RODRIGUEZ 630,Del Libertador Bernardo Ohiggins,San Fernando,583354,Sin información
2458,ESCUELA JORGE MUNOZ SILVA,ADELA DEL CARMEN ÁVILA MOYA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARDENAL CARO 705,Del Libertador Bernardo Ohiggins,San Fernando,2839281,
2459,COLEGIO GIUSEPPE BERTOLUZZI DE FELIP,NURCIA ANGÉLICA VIDELA CABRERA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AV JM CARRERA 488 S/N,Del Libertador Bernardo Ohiggins,San Fernando,2905356,Sin información
2460,ESCUELA MARIA LUISA BOUCHON,BEATRIZ DEL ROSARIO BELMAR RODRÍGUEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,GUADALUPE 701,Del Libertador Bernardo Ohiggins,San Fernando,2847242,Sin información
2461,ESCUELA VILLA CENTINELA,LELYA ROMANETTE CASTRO PADILLA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,J.M. VALDERRAMA 044,Del Libertador Bernardo Ohiggins,San Fernando,2838447,Sin información
2462,ESCUELA WASHINGTON OMAR VENEGAS,JUANA EUGENIA LUCERO DEGLANE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CURALI 257,Del Libertador Bernardo Ohiggins,San Fernando,2847249,
2464,ESCUELA JOSE DE SAN MARTIN,VERÓNICA LORETO GÁLVEZ NÚÑEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"PASAJE 1 CON CALLE 1, POBLACION LAUTARO, SAN FERNANDO. S/N",Del Libertador Bernardo Ohiggins,San Fernando,73364067,
2465,ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA,GUIRNALDA ROSA RIQUELME VILLALOBOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO INTERNACIONAL, RUTA I - 45, LOCALIDAD DE PUENTE NEGRO S/N. S/N",Del Libertador Bernardo Ohiggins,San Fernando,2847317,Sin información
2467,ESCUELA BAS.ABEL BOUCHON FAURE,ANDREA SOLEDAD NÚÑEZ MEDINA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"LOCALIDAD DE ANGOSTURA. ANGOSTURA S/N.CAMINO ENTRE SAN FERNANDO Y SAN VICENTE, KM 7 S/N",Del Libertador Bernardo Ohiggins,San Fernando,2847281,Sin información
2469,ESCUELA ABRAHAM LINCOLN DE AGUA BUENA,PAULINA ANTONIETA CÁCERES ESCOBAR,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AV. JULIO FERNANDEZ S/N S/N,Del Libertador Bernardo Ohiggins,San Fernando,,Sin información
2470,ESCUELA BAS.SAN JOSE DE LOS LINGUES,ERNESTINA ROSA RIQUELME VILLALOBOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SAN JOSÉ DE LOS LINGUES S/N,Del Libertador Bernardo Ohiggins,San Fernando,2847288,Sin información
2471,ESCUELA BERNARDO MORENO FREDES,JOSÉ MANUEL FRÍAS VÁSQUEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LONGITUDINAL SUR S/N S/N,Del Libertador Bernardo Ohiggins,San Fernando,2847283,Sin información
2472,ESCUELA BASICA ANTONIO LARA MEDINA,RAMÓN IGNACIO CÁDIZ GAJARDO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO S/N ROMA KM. 12 S/N,Del Libertador Bernardo Ohiggins,San Fernando,2576757,Sin información
2475,ESCUELA LOS MAQUIS,PAMELA ALEJANDRA ÁLVAREZ CALLEJAS,1º Básico - 4º Básico,Público,1º Básico - 4º Básico,LOS MAQUIS S/N S/N,Del Libertador Bernardo Ohiggins,Malloa,717573,Sin información
2476,ESCUELA BASICA GASPAR MARIN,MARÍA EUGENIA GONZÁLEZ REVECO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO S/N LA MARINANA ROMA S/N,Del Libertador Bernardo Ohiggins,San Fernando,2847285,Sin información
2485,LICEO AGRICOLA EL CARMEN,JUAN PABLO RAMÓN MUJICA IHNEN,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,LONGITUDINAL SUR KM 140 S/N,Del Libertador Bernardo Ohiggins,San Fernando,2712979,
2486,LICEO MUNICIPAL COMPLEJO EDUC. CHIMBARONGO,SERGIO ADRIANO VILDÓSOLA HENRÍQUEZ,I Medio - IV Medio,Público,I Medio - IV Medio,BLANCO ENCALADA 151 151,Del Libertador Bernardo Ohiggins,Chimbarongo,2847350,
2487,ESCUELA BAS.FERNANDO ARENAS ALMARZA,MARÍA LORETO CAICEO GALDAMES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,JAVIERA CARRERA 115,Del Libertador Bernardo Ohiggins,Chimbarongo,2847346,
2488,ESCUELA MUNICIPAL E-456,CRISTIAN EDUARDO FERNÁNDEZ CARVAJAL,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE MIRAFLORES 1116,Del Libertador Bernardo Ohiggins,Chimbarongo,2847313,Sin información
2489,ESCUELA BAS. VILLA CONVENTO VIEJO,MARISEL ANDREA URRA CUBILLOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LAS ROSAS N10 VILLA CONVENTO VIEJO 10,Del Libertador Bernardo Ohiggins,Chimbarongo,2781482,
2490,ESCUELA MUNICIPAL TINGUIRIRICA ALTO F-411,MÓNICA PATRICIA BECERRA MERINO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE MANUEL RODRÌGUEZ TINGUIRIRICA S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,,Sin información
2491,ESCUELA MUNICIPAL LAS QUEZADAS F-413,JUAN PABLO SALAS GARCÍA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"LAS QUEZADAS,TINGUIRIRICA S/N",Del Libertador Bernardo Ohiggins,Chimbarongo,717675,Sin información
2492,ESCUELA MUNICIPAL F415 LO GONZALEZ,JOSÉ BERNARDO RIFFO SÁEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CUESTA LO GONZALEZ S/N S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,20916332,
2493,ESCUELA BAS. JOSE MIGUEL CARRERA VERDUGO,JESSICA MARGOT VÁSQUEZ HERNÁNDEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,I 85 J CAMINO CODEGUA/MORZA S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,83488580,Sin información
2494,ESCUELA MUNICIPAL F449 PEOR ES NADA,JULIO FERNANDO IBARRA VALDIVIA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO S/N DE PEOR ES NADA S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2847339,
2495,ESCUELA MUNICIPAL F451 CODEGUA,EMA VALENTINA CASTRO VÉLIZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,J M CARRERA SECTOR CODEGUA 093,Del Libertador Bernardo Ohiggins,Chimbarongo,2847341,
2496,ESCUELA MUNICIPAL F452 SANTA VALENTINA,TERESA DEL CARMEN RAMÍREZ LIZAMA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO A SANTA ISABEL, KLM9, SANTA VALENTINA S/N",Del Libertador Bernardo Ohiggins,Chimbarongo,61081598,Sin información
2498,ESCUELA MUNICIPAL EL ROMERAL F-455,JUAN MANUEL CANALES BARAHONA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO A CODEGUA S/N CRUCE DE SANTA BERTA ROMERAL AFUERA S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2847337,Sin información
2500,ESCUELA MUNICIPAL G414 BARRIO ESTACION,MARÍA TERESA PINO GONZÁLEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE LA UNIÓN PASAJE 2 BARRIO ESTACIÓN TINGUIRIRICA S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2847294,Sin información
2501,ESCUELA BAS. PEDRO ETCHEVERRY,IVONNE PILAR MALDONADO TOLEDO,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,FUNDO LA MACARENA S/N S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2847301,Sin información
2505,ESCUELA MUNICIPAL G448 HUEMUL,BENJAMÍN NELSON ARANEDA GONZÁLEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PÚBLICO S/N HUEMUL S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,782228,Sin información
2506,ESCUELA MUNICIPAL G453 SAN JOSE DE LO TORO,MARÍA LAURA MORALES FUENTES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SAN JOSE DE LO TORO S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,781833,Sin información
2508,ESCUELA SANTA EUGENIA,MARÍA PÍA DÍAZ OLEA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO SAN JUAN DE LA SIERRA S/N S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2847303,
2509,ESCUELA MUNICIPAL SANTA ISABEL G-503,NANCY TARSILLA DE LAS MERCEDES SANTANDER ALBORNOZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO SANTA ISABEL KM. 6 S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,781833,Sin información
2513,ESCUELA MUNICIPAL LAS MERCEDES G-507,MIGUEL PATRICIO GONZÁLEZ JÁUREGUI,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,KILOMETRO 156 LONGITUDINAL SUR S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,782585,Sin información
2514,ESCUELA AGRICOLA LAS GARZAS,JAIME ANDRÉS BASCUÑÁN ALDUNATE,7º Básico - IV Medio,Particular subvencionado,7º Básico - IV Medio,LONGITUDINAL SUR KM. 150 S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,2717168,
2517,ESCUELA PARTICULAR MELECIA TOCORNAL,PALMENIA GINETTE PENNO OSORIO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CAMINO CODEGUA - SAN ENRIQUE S/N,Del Libertador Bernardo Ohiggins,Chimbarongo,91865762,Sin información
2518,LICEO SAN FRANCISCO,ANTONIO EDGARDO JORQUERA NÚÑEZ,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,MIRAFLORES 847,Del Libertador Bernardo Ohiggins,Placilla,2847206,Sin información
2519,ESCUELA BASICA RAUL CACERES PACHECO,SILVANA DEL TRÁNSITO CORDERO CABELLO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SAN JOSE DE PEÑUELAS S/N CAMINO ANTIGUO. S/N,Del Libertador Bernardo Ohiggins,Placilla,2847205,Sin información
2520,ESCUELA MUNICIPAL LA DEHESA,LUZ MARÍA JARA GUERRERO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO KM 5 LA DEHESA S/N,Del Libertador Bernardo Ohiggins,Placilla,2847215,Sin información
2521,ESCUELA MUNICIPAL LA TUNA,GLADYS VINKY GATICA SALAZAR,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LA TUNA S/N,Del Libertador Bernardo Ohiggins,Placilla,2847212,Sin información
2522,ESCUELA MUNICIPAL SN LUIS DE MANANTIALES,IRENE FABIOLA TREJOS BECERRA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SAN LUIS DE MANANTIALES S/N,Del Libertador Bernardo Ohiggins,Placilla,76156196,Sin información
2523,ESCUELA EL AMANECER,HUGO HERNÁN INOSTROZA CORTÉS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LO MOSCOSO S/N,Del Libertador Bernardo Ohiggins,Placilla,2847216,Sin información
2524,ESCUELA DANY GERMAN GONZALEZ SOTO,IRMA NELBA JARA REYES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO PUBLICO KM 12, RINCONADA DE MANANTIALES. 5490",Del Libertador Bernardo Ohiggins,Placilla,856210,Sin información
2525,COLEGIO BASICO CONSOLIDADO,MARÍA SUSANA GALLARDO BURGOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,18 DE SEPTIEMBRE 412,Del Libertador Bernardo Ohiggins,Nancagua,2847227,Sin información
2526,ESCUELA BAS. IGNACIO CARRERA PINTO,SUSAN JANINA PONCE VILCHES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO PUQUILLAY ALTO S/N,Del Libertador Bernardo Ohiggins,Nancagua,74965590,
2527,ESCUELA BÁSICA PUQUILLAY,HERNÁN ALBERTO HENRÍQUEZ TOBAR,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO S/N S/N,Del Libertador Bernardo Ohiggins,Nancagua,847218,
2528,ESCUELA BAS. ADRIANA LYON VIAL,PAOLA GIANELA GALAZ DEVIA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO S/N- PUCUDEGUA S/N,Del Libertador Bernardo Ohiggins,Nancagua,858101,
2529,ESCUELA MUNICIPAL YAQUIL,EDUAR EMILIO LEONEL PÉREZ DINAMARCA,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CAMINO PUBLICO S/N S/N,Del Libertador Bernardo Ohiggins,Nancagua,53491103,Sin información
2530,LICEO MUNICIPAL JUAN PABLO II,ALEJANDRA DEL CARMEN QUEZADA RAMÍREZ,I Medio - IV Medio,Público,I Medio - IV Medio,ARMANDO JARAMILLO 669 669,Del Libertador Bernardo Ohiggins,Nancagua,2847229,
2531,COLEGIO PARTICULAR EL PRINCIPITO,PAULA FERNANDA SILVA SANTIBÁÑEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,ARMANDO JARAMILLO 850,Del Libertador Bernardo Ohiggins,Nancagua,2858031,
2532,COLEGIO LIBERTADOR O´HIGGINS DE CHEPICA,JESSICA JEANETTE ARRIAGADA VIDAL,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,JOSE LUIS DEL REAL S/N S/N,Del Libertador Bernardo Ohiggins,Chépica,2817688,
2534,ESCUELA EUGENIO RUIZ-TAGLE MONTES,YANNETTE DEL CARMEN FARÍAS GÓMEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LIMA S/N,Del Libertador Bernardo Ohiggins,Chépica,3067805,Sin información
2535,COLEGIO MUNICIPAL LAS ALAMEDAS,VÍCTOR MANUEL RUZ ARENAS,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LAS ALAMEDAS S/N,Del Libertador Bernardo Ohiggins,Chépica,2817472,Sin información
2536,COLEGIO MUNICIPAL EMILIA SALINAS DIAZ,TATIANA DEL PILAR CUADRA AGUILERA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RINCONADA DE NAVARRO S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,Sin información
2537,ESCUELA LUIS ATHAS,MERCEDES DEL CARMEN SANDOVAL LÓPEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AUQUINCO S/N,Del Libertador Bernardo Ohiggins,Chépica,817688,Sin información
2538,ESCUELA LINDORFO MONTERO FUENZALIDA,ALDO ENRIQUE BECERRA ARÉVALO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LA ORILLA DE AUQUINCO S/N,Del Libertador Bernardo Ohiggins,Chépica,58260354,Sin información
2539,ESCUELA LUIS ARTURO ZUNIGA FUENTES,SUSANA DEL PILAR ESPINOZA TAPIA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,KILOMETRO 4 CAMINO PUBLICO SAN ANTONIO S/N,Del Libertador Bernardo Ohiggins,Chépica,2487308,
2540,ESCUELA MARIA MARTA DEL REAL CORREA,CAMILA ANTONIETA ESPINA VALENZUELA,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,LA MINA S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,
2541,ESCUELA HECTOR RODOLFO CASTILLO MORENO,DANIELA VERÓNICA ARRIAGADA CRUZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RINCONADA DE JAUREGUI-KM 10- VI REGION S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,Sin información
2542,ESCUELA LUZ MARIA CRESPO URETA DE KERESTEGIAN,KATHERINA MARIANA CARRIZO CALDERÓN,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LAS ARANAS S/N KM. 7 S/N,Del Libertador Bernardo Ohiggins,Chépica,2906727,
2543,ESCUELA CARLOS DONOSO REBOLLEDO,ELSA SILVANA DUARTE ALBORNOZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RDA. DE MENESES S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,Sin información
2544,COLEGIO CRUZ MARIA,NANCY ESTRELLA CRUZ DONOSO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,PAREDONES DE AUQUINCO S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,Sin información
2545,ESCUELA GABRIELA MISTRAL,MARÍA TERESA GONZÁLEZ AGUILERA,1º Básico - 4º Básico,Público,1º Básico - 4º Básico,BOLDOMAHUIDA-KM 10 VI REGION S/N,Del Libertador Bernardo Ohiggins,Chépica,817472,Sin información
2548,ESCUELA ESTRELLA DE DAVID,JULIO ENRIQUE ARRIAGADA ARRIAGADA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CANDELARIA 3 S/N,Del Libertador Bernardo Ohiggins,Chépica,2817472,Sin información
2551,LICEO MUNICIPAL DE SANTA CRUZ,VERÓNICA DEL CARMEN CORNEJO ARIAS,I Medio - IV Medio,Público,I Medio - IV Medio,DANIEL BARROS GREZ 86,Del Libertador Bernardo Ohiggins,Santa Cruz,2822043,
2552,LICEO BICENTENARIO INSTITUTO POLITECNICO SANTA CRUZ,CHRISTIAN ANTHONY BASTÍAS CUBILLOS,I Medio - IV Medio,Público,I Medio - IV Medio,CABELLO 451,Del Libertador Bernardo Ohiggins,Santa Cruz,2821714,
2553,ESCUELA LUIS OYARZUN PEÑA,EDUARDO FRANCISCO YÁÑEZ CELIS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,JOSE TORIBIO MEDINA 129,Del Libertador Bernardo Ohiggins,Santa Cruz,822001,
2555,ESCUELA MARIA ARAYA VALDES,CARLOS GUILLERMO HANSEN POZO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,RAMON SANFURGO 581 S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,2822549,
2556,ESCUELA MUNICIPAL DE PANIAHUE,JUAN CARLOS LEGUINA LOBOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMILO HENRIQUEZ 426,Del Libertador Bernardo Ohiggins,Santa Cruz,2823860,Sin información
2557,ESCUELA GRANJA ADEODATO GARCIA VALENZUELA,CHRISTIAN JAVIER FARÍAS URBINA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ALQUIMIA DE CHOMEDAHUE S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,825478,Sin información
2558,ESCUELA LA FINCA,ANA MARÍA ALIAGA FARÍAS,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,"CAMINO LA FINCA S/N KM. 18,5 S/N",Del Libertador Bernardo Ohiggins,Santa Cruz,487527,Sin información
2559,ESCUELA MUNICIPAL DE BARREALES,MARIO DEL TRÁNSITO ARRO DONOSO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BARREALES S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,824259,Sin información
2560,ESC. MUNICIPAL LA LAJUELA,ANA MARÍA CAROCA GALLARDO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO A LOLOL KM 5 S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,54381352,Sin información
2561,ESCUELA MUNICIPAL DE QUINAHUE,SERGIO GUILLERMO JESÚS PEÑA MIGUELES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,RUTA RAÚL DE RAMÓN CAMINO A CHEPICA KM 12 S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,88429000,
2562,ESCUELA MUNICIPAL DE ISLA DE YAQUIL,ROSA INÉS BENAVIDES SOTELO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE HERRERA S/N ISLA DE YAQUIL S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,2396623,Sin información
2563,ESCUELA MUNICIPAL DE LA PATAGUA,DANIEL SERVANDO DURÁN GAETE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LA PATAGUA S/N S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,7460341,Sin información
2565,ESCUELA MUNICIPAL DE MILLAHUE DE APALTA,MACARENA MARÍA DE LAS MERCEDES ARENAS CAROCA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,MILLAHUE DE APALTA S/N APALTA KM 12 S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,95272666,Sin información
2566,ESCUELA MUNICIPAL DE CUNACO,MARY SOFÍA DE JESÚS ROMÁN GAETE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BERNARDO OHIGGINS S/N - CUNACO S/N,Del Libertador Bernardo Ohiggins,Nancagua,2847232,
2568,ESCUELA MUNICIPAL DE PANAMA,RAMÓN FRANCISCO RAMÍREZ MUÑOZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"CAMINO PÚBLICO PANAMÁ, ROL I-740 KM 5 S/N",Del Libertador Bernardo Ohiggins,Santa Cruz,90441690,Sin información
2570,ESCUELA MUNICIPAL DE LOS MAITENES,VERÓNICA PAZ DURÁN CIENFUEGOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO A LOLOL KM.12 S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,2829076,
2572,ESCUELA MUNICIPAL DE RINCON DE YAQUIL,VIANCA ESPERANZA GUZMÁN RODRÍGUEZ,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,RINCON DE YAQUIL S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,40173355,Sin información
2575,COLEGIO SAN GREGORIO,MARTA CAROLINA TOBAR SÁNCHEZ,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,"CAMINO PÚBLICO SAN GREGORIO, NANCAGUA S/N",Del Libertador Bernardo Ohiggins,Nancagua,2847233,Sin información
2576,ESCUELA MUNICIPAL DE GUINDO ALTO,JOSÉ GILBERTO VIELMA FUENZALIDA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,GUINDO ALTO S/N S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,2905360,Sin información
2577,ESCUELA ANGEL ARRIGORRIAGA,RAMÓN CARLOS RODRÍGUEZ PARRAGUEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO A CHEPICA KM. 15- EL BOLDAL S/N,Del Libertador Bernardo Ohiggins,Santa Cruz,2497847,Sin información
2579,INSTITUTO REGIONAL FEDERICO ERRAZURIZ,CRISTIAN IGNACIO MOLINA MERA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. ERRAZURIZ 670,Del Libertador Bernardo Ohiggins,Santa Cruz,2848201,
2580,LICEO MARIA AUXILIADORA,SONIA CARMEN GARRIDO AHUMADA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,ORLANDI 106,Del Libertador Bernardo Ohiggins,Santa Cruz,2822565,
2583,LICEO DE LOLOL,RAÚL ADOLFO ZAMUDIO SAYES,I Medio - IV Medio,Público,I Medio - IV Medio,LAS ACACIAS 220,Del Libertador Bernardo Ohiggins,Lolol,65363599,
2584,ESCUELA OCTAVIO MUJICA VALENZUELA,CLAUDIA LORENA ARGOMEDO CORTÉS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"HACIENDA LOLOL S/N, KM. 04 S/N",Del Libertador Bernardo Ohiggins,Lolol,2487305,Sin información
2590,ESCUELA MUNICIPAL RINCONADA DE QUIAHUE,NICOLÁS GILBERTO ÁVALOS ÁVALOS,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"RINCONADA DE QUIAHUE S/N, KM 12 S/N",Del Libertador Bernardo Ohiggins,Lolol,2941074,Sin información
2591,ESCUELA MUNICIPAL JUANA GONZALEZ,MARÍA INÉS GÓMEZ YÁÑEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"NILAHUE ALTO S/N, KM. 15 S/N",Del Libertador Bernardo Ohiggins,Lolol,85246568,Sin información
2592,ESCUELA MUNICIPAL EDUVIGIS PANTOJA L,JOSÉ MANUEL MORALES MUÑOZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"LOS TRICAHUES S/N, KM. 23 S/N",Del Libertador Bernardo Ohiggins,Lolol,941066,Sin información
2594,ESCUELA BASICA HUGO URZUA URZUA,MIGUEL ANGEL MORA PÉREZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"RANGUIL S/N, KM. 15 S/N",Del Libertador Bernardo Ohiggins,Lolol,85607385,Sin información
2598,ESCUELA BASICA OLGA DE GOMEZ,AÍDA VERÓNICA CÉSPEDES DÍAZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"EL MEMBRILLO S/N, KM. 16 S/N",Del Libertador Bernardo Ohiggins,Lolol,2941074,Sin información
2599,ESCUELA MUNICIPAL DE PUMANQUE,ADELINA DEL ROSARIO MADRIAGA PADILLA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA BERNARDO O`HIGGINS 140 S/N,Del Libertador Bernardo Ohiggins,Pumanque,824048,Sin información
2601,ESCUELA MUNICIPAL DE NILAHUE CORNEJO,SANDRA DEL CARMEN SOBARZO VALENZUELA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA NILAHUE 006,Del Libertador Bernardo Ohiggins,Pumanque,76997171,
2603,ESCUELA MUNICIPAL DE MATA REDONDA,FERNANDA PAZ JELVES PÉREZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,MATA REDONDA S/N S/N,Del Libertador Bernardo Ohiggins,Pumanque,2567048,Sin información
