Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
9781,CENTRO POLITECNICO PARTICULAR SAN RAMON,IRENE DEL PILAR CLARAMUNT VALLS,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,AMERICO VESPUCIO 555,Metropolitana De Santiago,La Cisterna,5967809,
9784,LICEO TÉCNICO INDUSTRIAL LA CISTERNA,JUAN ARMANDO CARIQUEO CAÑULAO,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,AVENIDA EL PARRON 1741,Metropolitana De Santiago,La Cisterna,29337425,
9786,ROSA MARCKMANN DE GONZALEZ,XIMENA DEL PILAR DINAMARCA GAJARDO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,LAS BRISAS 592,Metropolitana De Santiago,La Cisterna,23126680,
9788,ESCUELA PARTICULAR GRACIELA L.DE IBANEZ,VASCO OSVALDO NÚÑEZ HERRERA,Kinder - 8º Básico,Particular subvencionado,Kinder - 8º Básico,AVDA GOYCOLEA 0219,Metropolitana De Santiago,La Cisterna,5278082,Sin información
9789,ESCUELA PARTICULAR PABLO GOYENECHE IVER,LEONARDO PEDRO SELMAN GUNDELACH,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,AUGUSTO BIAUT 270,Metropolitana De Santiago,La Cisterna,27895807,Sin información
9796,ESC. PART.ADVENTISTA BUENAVENTURA,HELTON ANDRÉS LUENGO CÁRCAMO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,BUENAVENTURA 03928,Metropolitana De Santiago,Lo Espejo,,
9797,COLEGIO ADVENTISTA LA CISTERNA,YESSIE SMIRNA WANDERSLEBEN SILVA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA OSSA 0203,Metropolitana De Santiago,La Cisterna,25597804,
9799,COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ,MIGUEL ANGEL MUÑOZ QUINTEROS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA CENTRAL 6234,Metropolitana De Santiago,Pedro Aguirre Cerda,5213289,
9800,ESCUELA BAS. ROSA ELVIRA MATTE DE PRIETO,JESSICA EMILIA VERGARA GATICA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,BUENAVENTURA 3824,Metropolitana De Santiago,Lo Espejo,7075885,
9801,COLEGIO POLIV. SAINT ORLAND,LEOPOLDO SANTIAGO ESCOBAR QUINTANA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,IGNACIO ECHEVERRIA 8020,Metropolitana De Santiago,La Cisterna,5589218,
9803,ESCUELA PARTICULAR HISPANO AMERICANO,MARÍA SOLEDAD VALDEBENITO FIGUEROA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,AVIADORES 178,Metropolitana De Santiago,El Bosque,85633672,
9804,ESCUELA PABLO DE TARSO,CARLOS EDGARDO ACUÑA ARÉVALO,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,COLÓN 6704,Metropolitana De Santiago,La Cisterna,722754255,
9805,ESCUELA PARTICULAR CAMPANITA,ALICIA YANINE MARIANI SAAVEDRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,DEL CANDIL 826,Metropolitana De Santiago,El Bosque,5587254,
9807,ESCUELA PARTICULAR LOCARNO,CRISTIAN ANTONIO SILVA TRONCOSO,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,LOCARNO 0233,Metropolitana De Santiago,La Cisterna,36371598,Sin información
9808,ESCUELA PARTICULAR GUIA ESTUDIANTIL,LORETO DE LAS MERCEDES CABRERA BUSTAMANTE,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,FUENZALIDA URREJOLA 639 639,Metropolitana De Santiago,La Cisterna,9876243,
9809,ESCUELA PARTICULAR SAINT PHILLIP OF NERY,CECILIA ANDREA MORAGA URRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,ITALIA 0862 Y 099,Metropolitana De Santiago,La Cisterna,3267216,Sin información
9810,LICEO POLITECNICO PART.SAGRADO CORAZON,ALICIA MARUCELLA COFRÉ VILLAGRA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,HUASCO 7147,Metropolitana De Santiago,Lo Espejo,26846396,
9811,ESCUELA PART. REPUBLICA ALEMANIA FEDERAL,RUBÉN ROBILDO ÁVILA NEIRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,AVDA.GOYCOLEA 0147,Metropolitana De Santiago,La Cisterna,25594912,
9816,ESCUELA PARTICULAR STA.MARIA MAZZARELLO,OLGA ELENA MÉNDEZ BARAHONA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CAPITAN THOMPSON 9550,Metropolitana De Santiago,El Bosque,82306947,
9817,COLEGIO PARTICULAR KENNEDY,ANTOLINA DEL CARMEN PEÑA MEDEL,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,MAIPU 9483,Metropolitana De Santiago,Lo Espejo,28542355,
